tax	AmbarAyunda_minimap2_16S	total
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Fonticella;Fonticella tunisiensis	5.0	5.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio intestinalis	5.0	5.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea;Syntrophotalea carbinolica	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella mandrilli	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas;Pusillimonas noertemannii	5.0	5.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus bovis	5.0	5.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus cucumis (ex Kampfer et al. 2016)	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Macromonas;Macromonas bipunctata	5.0	5.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides goldsteinii	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pollutimonas;Pollutimonas thiosulfatoxidans	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Oxobacter;Oxobacter pfennigii	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Berryella;Berryella intestinalis	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;Adlercreutzia muris	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Syntrophobotulus;Syntrophobotulus glycolicus	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum propionicicum	5.0	5.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola faecicola	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Irregularibacter;Irregularibacter muris	5.0	5.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium norvegicum	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae;Kiloniella;Kiloniella majae	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Variimorphobacter;Variimorphobacter saccharofermentans	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Falsigemmobacter;Falsigemmobacter intermedius	5.0	5.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Lagierella;Lagierella massiliensis	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia timorensis	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium arsenicireducens	5.0	5.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Gudongella;Gudongella oleilytica	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Gordoniaceae;Gordonia;Gordonia hongkongensis	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter aerolatus	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Wujia;Wujia chipingensis	5.0	5.0
Bacteria;Pseudomonadati;Verrucomicrobiota;Opitutia;Opitutales;Opitutaceae;Cephaloticoccus;Cephaloticoccus primus	5.0	5.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella confusa	5.0	5.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Murdochiella;Murdochiella vaginalis	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium dentalis	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella;Eisenbergiella porci	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia cercidiphylli	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaeromicropila;Anaeromicropila populeti	5.0	5.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Propionicimonas;Propionicimonas paludicola	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Sphaerotilus;Sphaerotilus mobilis	5.0	5.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter butzleri	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Butyricicoccaceae;Butyricicoccus;Butyricicoccus pullicaecorum	5.0	5.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Gloeobacteraceae;Gloeobacter;Gloeobacter kilaueensis	5.0	5.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Caloramator;Caloramator australicus	5.0	5.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus lutimineralis	5.0	5.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;Sterolibacterium denitrificans	5.0	5.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus eurekensis	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus ruminis	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas brassicae	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Trueperella;Trueperella pecoris	4.0	4.0
Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;Thermanaerovibrio acidaminovorans	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium tumefaciens	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Thermohydrogenium;Thermohydrogenium kirishiense	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum propionicum	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Enemella;Enemella evansiae	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium novyi	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus aydinogluensis	4.0	4.0
Bacteria;Bacillati;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena cinerea	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillales_Incertae_sedis;Exiguobacterium;Exiguobacterium indicum	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium intestinale	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas;Caldimonas brevitalea	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia faecis	4.0	4.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter suis	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium argentinense	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium cellulovorans	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium cagae	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus oryzae	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia faecicola	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium urinimassiliense	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera selenatis	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella burnetii	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Gluceribacter;Gluceribacter canis	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera phenolivorans	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter gandensis	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Acidaminobacteraceae;Acidaminobacter;Acidaminobacter hydrogenoformans	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Petrocella;Petrocella atlantisensis	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Tepidibacteraceae;Sporacetigenium;Sporacetigenium mesophilum	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium falsenii	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium pacaense	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia alimentaria	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia porci	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pasteurianus	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Globicatella;Globicatella sanguinis	4.0	4.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima;Roseimaritima multifibrata	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio;Acetivibrio saccincola	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;Eggerthella lenta	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus telephonicus	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cabrialesii	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Heliobacteriaceae;Heliophilum;Heliophilum fasciatum	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Parvibacter;Parvibacter caecicola	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Senegalimassilia;Senegalimassilia anaerobia	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax;Paracidovorax wautersii	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax;Paracidovorax konjaci	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;Gaiella occulta	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga electricum	4.0	4.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Roseimarinus;Roseimarinus sediminis	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium senegalense	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum gryphiswaldense	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Massiliimalia;Massiliimalia massiliensis	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira;Simplicispira psychrophila	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;Tessaracoccus nasisuum	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paralcaligenes;Paralcaligenes ureilyticus	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Colidextribacter;Colidextribacter massiliensis	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Casaltella;Casaltella massiliensis	4.0	4.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Shouchella;Shouchella hunanensis	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas;Brachymonas denitrificans	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Rhabdanaerobium;Rhabdanaerobium thermarum	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Lactonifactor;Lactonifactor longoviformis	4.0	4.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum thermopropionicum	4.0	4.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas timonae	4.0	4.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter triazinivorans	4.0	4.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Anaerospora;Anaerospora hongkongensis	4.0	4.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter massiliensis	4.0	4.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfocurvibacter;Desulfocurvibacter africanus	4.0	4.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella;Tistrella bauzanensis	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella pseudintermedia	3.0	3.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas lacticifex	3.0	3.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Propionispira;Propionispira arboris	3.0	3.0
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;Solobacterium moorei	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter kyeonggiensis	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter chromiisoli	3.0	3.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa termitida	3.0	3.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporolituus;Sporolituus thermophilus	3.0	3.0
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Anaerolactibacter;Anaerolactibacter massiliensis	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter pseudethanolicus	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;Mahella australiensis	3.0	3.0
Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Aminobacterium;Aminobacterium colombiense	3.0	3.0
Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminomonas;Aminomonas paucivorans	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium marinum	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium epidermidicanis	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Plantactinospora;Plantactinospora soyae	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora sphenoides	3.0	3.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae;Soehngenia;Soehngenia saccharolytica	3.0	3.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Urinicoccus;Urinicoccus timonensis	3.0	3.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Shouchella;Shouchella miscanthi	3.0	3.0
Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;Ilyobacter delafieldii	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Intestinimonas;Intestinimonas gabonensis	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Levyella;Levyella massiliensis	3.0	3.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas;Petrimonas sulfuriphila	3.0	3.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;Proteiniphilum saccharofermentans	3.0	3.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus elongatus	3.0	3.0
Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Sphaerochaetaceae;Sphaerochaeta;Sphaerochaeta pleomorpha	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas wayambapalatensis	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Scrofimicrobium;Scrofimicrobium canadense	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Dyella;Dyella thiooxydans	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium qintianiae	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora algidixylanolytica	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella pratensis	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Dongia;Dongia mobilis	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter;Hypericibacter adhaerens	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacterales_Incertae_sedis;Paenirhodobacter;Paenirhodobacter enshiensis	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Caldicoprobacterales;Xylanivirgaceae;Xylanivirga;Xylanivirga thermophila	3.0	3.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;Millionella massiliensis	3.0	3.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella clara	3.0	3.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum intestinale	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter fontis	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter paucivorans	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Bittarella (ex Durand et al. 2017);Bittarella massiliensis (ex Durand et al. 2017)	3.0	3.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus smithii	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas serinivorans	3.0	3.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sphaericus	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter woesei	3.0	3.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus alkaliphilus	3.0	3.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia maris	3.0	3.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Aliicoccus;Aliicoccus persicus	3.0	3.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella;Hungatella effluvii	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera;Thauera mechernichensis	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium amylolyticum	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Caloramator;Caloramator fervidus	3.0	3.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna jejuensis	3.0	3.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium fabrum	3.0	3.0
Bacteria;Pseudomonadati;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina;Nitrospina gracilis	3.0	3.0
Bacteria;Pseudomonadati;Myxococcota;Myxococcota_Incertae_sedis;Polyangiales;Polyangiaceae;Chondromyces;Chondromyces crocatus	3.0	3.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter defluvii	3.0	3.0
